# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff6ff8f377cb8
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
120745230c7cbe80,_Z8gpu_mm_rPfS_S_ii,8.512,18,1,53,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,848,1584,848,2112,1152,8,0,848,1592,848,64,0,0,1588,0,0,55,1592,6464,265,1184,64,2048,0,848,183005,128,3588,4915,0,3596,0,0,2337,560,0,2347,560,0
120745230c805920,_Z8gpu_mm_aPfS_ii,305.984,316,1,53,53,16,16,1,3072,3072,12,0,-1,,0,0,0,9624,3208,44944,54332,44944,105864,57744,401,0,44944,54348,44944,3216,0,0,54460,0,0,4797,54336,350544,14538,67552,3216,102912,0,44944,9889211,6416,200552,217480,0,200608,0,0,117527,32208,0,117592,32208,0
120745230c887ca0,_Z10gpu_dpotrfPfS_ii,9.824,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,83,12,344,88,1,0,12,68,12,272,0,0,79,8,0,0,68,2048,16,144,8,256,0,36,45214,72,32,5496,9,32,0,0,977,68,0,928,60,0
120745230c8c21e0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120745230c8c4200,_Z9gpu_inv_lPfS_ii,29.888,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,103,168,103,0,0,1,0,164,162,164,151,0,0,180,0,0,226,170,1892,46,336,1,16,0,168,20338,136,92,20317,0,92,0,0,0,0,0,760,568,0
120745230c903400,_Z8gpu_mm_rPfS_S_ii,8.48,18,1,52,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,832,1568,832,2112,1152,8,0,832,1592,832,64,0,0,1592,0,0,53,1568,5656,232,1160,64,2048,0,832,186284,128,3540,4935,0,3536,0,0,2347,560,0,2354,560,0
120745230c93d000,_Z8gpu_mm_aPfS_ii,292.544,302,1,52,52,16,16,1,3072,3072,12,0,-1,,0,0,0,9264,3088,43264,43524,43264,102168,55728,387,0,43264,44996,43264,3088,0,0,45028,0,0,6003,45028,337464,12438,68208,3088,98816,0,43264,9544391,6176,173848,208119,0,174784,0,0,113133,31008,0,112846,30928,0
120745230c9c1600,_Z10gpu_dpotrfPfS_ii,9.568,20,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,47,12,344,88,1,0,12,72,12,272,0,0,111,8,0,0,68,2048,16,144,8,256,0,36,45174,72,32,5482,9,32,0,0,928,60,0,977,68,0
120745230c9fae80,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
120745230c9fcde0,_Z9gpu_inv_lPfS_ii,29.92,39,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,198,102,0,0,1,0,162,180,162,151,0,0,182,0,0,226,172,1892,46,144,1,16,0,168,20357,136,92,20343,0,92,0,0,760,568,0,0,0,0
120745230ca3bf40,_Z8gpu_mm_rPfS_S_ii,8.416,18,1,51,1,16,16,1,3072,3072,12,0,-1,,0,0,0,192,64,816,1544,816,2112,1152,8,0,816,1544,816,64,0,0,1544,0,0,45,1540,6464,274,1312,64,2048,0,816,182477,128,3568,5001,0,3560,0,0,2343,560,0,2326,560,0
120745230ca75980,_Z8gpu_mm_aPfS_ii,283.584,294,1,51,51,16,16,1,3072,3072,12,0,-1,,0,0,0,8928,2976,41616,49692,41616,98208,53568,372,0,41616,49712,41616,2976,0,0,49708,0,0,4426,49712,323512,13425,62696,2976,95232,0,41616,9199789,5952,186808,201550,0,186720,0,0,108512,29728,0,108819,29808,0
120745230caf2d60,_Z10gpu_dpotrfPfS_ii,9.568,19,0.167,1,1,16,16,1,1024,1088,9,0,-1,,0,0,0,8,8,12,95,12,344,88,1,0,12,64,12,272,0,0,47,8,0,0,76,2048,16,144,8,256,0,36,45318,72,32,5502,9,32,0,0,977,68,0,928,60,0
120745230cb2c520,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
