# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff7006d8d9d00
# CUDA_DEVICE 0 GeForce GTX 460
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,local_load,local_store,gld_request,gst_request,l2_subp0_write_sector_misses,fb_subp0_read_sectors,fb_subp0_write_sectors,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,l2_subp1_write_sector_misses,fb_subp1_read_sectors,fb_subp1_write_sectors,branch,l1_local_load_miss,l1_local_store_hit,l2_subp0_read_sector_misses,divergent_branch,l1_local_store_miss,l1_global_load_hit,l2_subp1_read_sector_misses,inst_executed,l1_global_load_miss,l2_subp0_write_sector_queries,warps_launched,threads_launched,uncached_global_load_transaction,l2_subp1_write_sector_queries,active_warps,global_store_transaction,l2_subp0_read_sector_queries,active_cycles,l1_shared_bank_conflict,l2_subp1_read_sector_queries,tex0_cache_sector_queries,tex0_cache_sector_misses,inst_issued1_0,inst_issued2_0,tex1_cache_sector_queries,inst_issued1_1,inst_issued2_1,tex1_cache_sector_misses
1206556798cc5f20,_Z8gpu_mm_rPfS_S_ii,5.12,15,0.833,7,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,921,44,921,320,32,2,0,906,52,906,16,0,0,24,0,0,8,48,1376,72,0,16,512,0,1792,35225,512,528,2328,0,528,0,0,383,248,0,386,248,0
1206556798d02580,_Z8gpu_mm_aPfS_ii,11.36,22,0.833,7,7,16,16,1,2048,2048,21,0,-1,,0,0,0,192,1024,5508,76,5508,1792,112,7,0,5440,52,5440,56,0,0,44,0,0,130,64,6784,205,16,56,1792,0,12544,196169,1792,2640,6185,0,2664,0,0,1717,1020,0,1720,1020,0
1206556798d3e1c0,_Z10gpu_dpotrfPfS_ii,134.656,145,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,60,664,60,0,0,1,0,76,664,76,1090,0,0,664,0,0,1345,696,10974,151,0,1,1,0,76,95265,136,268,95266,0,336,0,0,0,0,0,0,0,0
1206556798d96ce0,memcpyHtoD,0.928,3,,,,,,,,,,0,0,1024,0
1206556798d98d00,_Z9gpu_inv_lPfS_ii,27.52,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,100,128,100,0,0,1,0,160,128,160,151,0,0,156,0,0,226,124,1892,46,0,1,16,0,168,18619,136,92,18643,0,92,0,0,760,568,0,760,568,0
1206556798dd75c0,_Z8gpu_mm_rPfS_S_ii,4.896,15,0.833,6,1,16,16,1,2048,2048,21,0,-1,,0,0,0,48,256,802,16,802,320,32,2,0,814,32,814,16,0,0,28,0,0,8,8,1376,72,0,16,512,0,1536,34763,512,464,2557,0,464,0,0,383,248,0,388,248,0
1206556798e101a0,_Z8gpu_mm_aPfS_ii,8.704,18,0.833,6,6,16,16,1,2048,2048,21,0,-1,,0,0,0,120,640,4211,40,4211,1280,80,5,0,4363,56,4363,48,0,0,32,0,0,95,32,4240,145,16,40,1280,0,9216,158452,1280,1904,5120,0,1896,0,0,1269,740,0,1254,740,0
1206556798e511a0,_Z10gpu_dpotrfPfS_ii,135.168,146,0.021,1,1,1,1,1,0,0,18,0,-1,,0,0,0,1496,136,76,680,76,0,0,1,0,60,684,60,1090,0,0,692,0,0,1345,672,10974,151,0,1,1,0,60,95663,136,332,95638,0,272,0,0,0,0,0,0,0,0
1206556798eab880,memcpyHtoD,0.96,6,,,,,,,,,,0,0,1024,0
1206556798eadb20,_Z9gpu_inv_lPfS_ii,27.488,37,0.021,1,1,16,1,1,0,0,20,0,-1,,0,0,0,272,136,102,148,102,0,0,1,0,165,136,165,151,0,0,152,0,0,226,124,1892,46,0,1,16,0,168,18640,136,92,18633,0,92,0,0,760,568,0,760,568,0
